Year,Title,Artist,Weeks,Rank
1965,Thunderball,Tom Jones,9,41
1965,You've Been Cheatin',The Impressions,9,42
1965,Harlem Nocturne,The Viscounts,29,43
1965,Seesaw,Don Covay & The Goodtimers,9,44
1965,A Sweet Woman Like You,Joe Tex,9,45
1965,Ain't That Peculiar,Marvin Gaye,12,46
1965,Jealous Heart,Connie Francis,8,47
1965,A Must To Avoid,Herman's Hermits,9,48
1965,Sandy,Ronny And The Daytonas,11,49
1965,Look Through Any Window,The Hollies,12,50
1965,Crystal Chandelier,Vic Dana,7,51
1965,Here It Comes Again,The Fortunes,8,52
1965,Lies,The Knickerbockers,13,53
1965,I've Got To Be Somebody,Billy Joe Royal,8,54
1965,Kiss Away,Ronnie Dove,8,55
1965,A Young Girl,Noel Harrison,8,56
1965,A Well Respected Man,The Kinks,14,57
1965,Are You There (With Another Girl),Dionne Warwick,10,58
1965,Attack,The Toys,9,59
1965,Buckaroo,Buck Owens and The Buckaroos,9,60
1965,Crying Time,Ray Charles,15,61
1965,Hole In The Wall,The Packers,11,62
1965,Try Me,James Brown At The Organ,8,63
1965,Don't Fight It,Wilson Pickett,10,64
1965,Jenny Take A Ride!,Mitch Ryder And The Detroit Wheels,12,65
1965,It's Good News Week,Hedgehoppers Anonymous,10,66
1965,Please Don't Fight It,"Dino, Desi & Billy",7,67
1965,Broomstick Cowboy,Bobby Goldsboro,7,68
1965,"Mother Nature, Father Time",Brook Benton,7,69
1965,A Time To Love-A Time To Cry (Petite Fleur),Lou Johnson,9,70
1965,Michael,The C.O.D.'s,12,71
1965,All Or Nothing,Patti LaBelle And The Blue Belles,6,72
1965,Our World,Johnny Tillotson,6,73
1965,Under Your Spell Again,Johnny Rivers,8,74
1965,Love Bug,Jack Jones,6,75
1965,Second Hand Rose,Barbra Streisand,9,76
1965,It Was A Very Good Year,Frank Sinatra,8,77
1965,C.C. Rider,Bobby Powell,7,78
1965,As Tears Go By,The Rolling Stones,9,79
1965,The Men In My Little Girl's Life,Mike Douglas,9,80
1965,Everybody Do The Sloopy,Johnny Thunder,5,81
1965,Zorba The Greek,Herb Alpert & The Tijuana Brass,12,82
1965,Recovery,Fontella Bass,8,83
1965,Going To A Go-Go,The Miracles,12,84
1965,Just One More Day,Otis Redding,5,85
1965,Tijuana Taxi,Herb Alpert & The Tijuana Brass,8,86
1965,If You Gotta Make A Fool Of Somebody,Maxine Brown,9,87
1965,Little Boy (In Grown Up Clothes),The 4 Seasons,6,88
1965,Go Away From My World,Marianne Faithfull,3,89
1965,My Love,Petula Clark,13,90
1965,Love (Makes Me Do Foolish Things),Martha & The Vandellas,7,91
1965,Don't Look Back,The Temptations,5,92
1965,Lightnin' Strikes,Lou Christie,15,93
1965,I Ain't Gonna Eat Out My Heart Anymore,The Young Rascals,9,94
1965,Uptight (Everything's Alright),Stevie Wonder,14,95
1965,Black Nights,Lowell Fulsom,3,96
1965,Good Time Music,The Beau Brummels,1,97
1965,On A Clear Day You Can See Forever,Johnny Mathis,2,98
1965,Love Theme From The Sandpiper (The Shadow Of Your Smile),Tony Bennett,6,99
1965,Spanish Harlem,King Curtis,5,100
1966,I'm A Believer,The Monkees,15,1
1966,Snoopy Vs. The Red Baron,The Royal Guardsmen,12,2
1966,Winchester Cathedral,The New Vaudeville Band,15,3
1966,That's Life,Frank Sinatra,11,4
1966,Sugar Town,Nancy Sinatra,13,5
1966,Mellow Yellow,Donovan,12,6
1966,Tell It Like It Is,Aaron Neville,14,7
1966,(I Know) I'm Losing You,The Temptations,10,8
1966,A Place In The Sun,Stevie Wonder,11,9
1966,Good Thing,Paul Revere & The Raiders Featuring Mark Lindsay,12,10
1966,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels,16,11
1966,Single Girl,Sandy Posey,12,12
1966,Good Vibrations,The Beach Boys,14,13
1966,You Keep Me Hangin' On,The Supremes,12,14
1966,Standing In The Shadows Of Love,Four Tops,10,15
1966,Talk Talk,The Music Machine,12,16
1966,Coming Home Soldier,Bobby Vinton,12,17
1966,Cry,Ronnie Dove,9,18
1966,Words Of Love,The Mamas & The Papas,12,19
1966,Born Free,Roger Williams,21,20
1966,Whispers (Gettin' Louder),Jackie Wilson,12,21
1966,I Need Somebody,? (Question Mark) & The Mysterians,10,22
1966,Tell It To The Rain,The 4 Seasons Featuring the Sound of Frankie Valli,10,23
1966,Mame,Herb Alpert & The Tijuana Brass,8,24
1966,Lady Godiva,Peter And Gordon,14,25
1966,Mustang Sally,Wilson Pickett,9,26
1966,East West,Herman's Hermits,8,27
1966,I've Passed This Way Before,Jimmy Ruffin,11,28
1966,Help Me Girl,Eric Burdon & The Animals,9,29
1966,Happenings Ten Years Time Ago,The Yardbirds,9,30
1966,I Got The Feelin' (Oh No No),Neil Diamond,8,31
1966,(I'm Not Your) Steppin' Stone,The Monkees,8,32
1966,Nashville Cats,The Lovin' Spoonful,10,33
1966,(Come 'Round Here) I'm The One You Need,The Miracles,9,34
1966,Pandora's Golden Heebie Jeebies,The Association,7,35
1966,Try A Little Tenderness,Otis Redding,10,36
1966,Georgy Girl,The Seekers,16,37
1966,Color My World,Petula Clark,9,38
1966,It's Only Love,Tommy James And The Shondells,9,39
1966,It Tears Me Up,Percy Sledge,11,40
1966,(We Ain't Got) Nothin' Yet,Blues Magoos,14,41
1966,There's Got To Be A Word!,The Innocence,8,42
1966,Gallant Men,Senator Everett McKinley Dirksen,6,43
1966,Blue Autumn,Bobby Goldsboro,9,44
1966,I'm Ready For Love,Martha & The Vandellas,10,45
1966,A Hazy Shade Of Winter,Simon & Garfunkel,9,46
1966,98.6,Keith,14,47
1966,I (Who Have Nothing),Terry Knight and The Pack,10,48
1966,I Fooled You This Time,Gene Chandler,8,49
1966,Stop Stop Stop,The Hollies,10,50
1966,Where Will The Words Come From,Gary Lewis And The Playboys,9,51
1966,The Eggplant That Ate Chicago,Dr. West's Medicine Show and Junk Band,7,52
1966,Knock On Wood,Eddie Floyd,17,53
1966,I Had Too Much To Dream (Last Night),The Electric Prunes,14,54
1966,Bad Misunderstanding,The Critters,6,55
1966,Goodnight My Love,The Happenings,6,56
1966,Ghost Riders In The Sky,Baja Marimba Band,6,57
1966,Stand By Me,Spyder Turner,12,58
1966,Papa Was Too,Joe Tex,7,59
1966,You Can Bring Me All Your Heartaches,Lou Rawls,8,60
1966,How Do You Catch A Girl,Sam The Sham and the Pharaohs,8,61
1966,Baby What I Mean,The Drifters,7,62
1966,Karate,The Emperor's,9,63
1966,Look What You've Done,Pozo Seco Singers,9,64
1966,Help Me Girl,The Outsiders,10,65
1966,The Girl That Stood Beside Me,Bobby Darin,5,66
1966,(Open Up The Door) Let The Good Times In,Dean Martin,6,67
1966,Wack Wack,The Young Holt Trio,8,68
1966,There's Something On Your Mind,Baby Ray,6,69
1966,Grizzly Bear,The Youngbloods,10,70
1966,Knight In Rusty Armour,Peter And Gordon,9,71
1966,Communication Breakdown,Roy Orbison,7,72
1966,Another Night,Dionne Warwick,6,73
1966,"Green, Green Grass Of Home",Tom Jones,12,74
1966,Just One Smile,Gene Pitney,6,75
1966,Alvin's Boo-Ga-Loo,Alvin Cash & The Registers,6,76
1966,Dancing In The Street,The Mamas & The Papas,6,77
1966,Day Tripper,Ramsey Lewis,4,78
1966,If You Go Away,Damita Jo,10,79
1966,I'm Gonna Miss You,The Artistics,10,80
1966,Wish Me A Rainbow,The Gunter Kallmann Chorus,8,81
1966,Please Don't Ever Leave Me,The Cyrkle,5,82
1966,Constant Rain (Chove Chuva),Sergio Mendes & Brasil '66,6,83
1966,It's Now Winters Day,Tommy Roe,11,84
1966,Pushin' Too Hard,The Seeds,11,85
1966,Music To Watch Girls By,Bob Crewe Generation,10,86
1966,"Look At Granny Run, Run",Howard Tate,7,87
1966,Are You Lonely For Me,Freddy Scott,12,88
1966,I Dig Girls,J.J. Jackson,3,89
1966,Kind Of A Drag,The Buckinghams,13,90
1966,Hello Hello,The Sopwith Camel,10,91
1966,Let's Fall In Love,Peaches & Herb,12,92
1966,Take Me For A Little While,Patti LaBelle And The Blue Belles,2,93
1966,The Shadow Of Your Smile,Boots Randolph,3,94
1966,"Hey, Leroy, Your Mama's Callin' You",Jimmy Castor,9,95
1966,Love Me,Bobby Hebb,3,96
1966,You Got Me Hummin',Sam & Dave,6,97
1966,Tiny Bubbles,Don Ho and the Aliis,17,98
1966,Fortune Teller,The Hardtimes,2,99
1966,Gimme Some Lovin',The Spencer Davis Group,13,100
1967,Hello Goodbye,The Beatles,11,1
1967,I Heard It Through The Grapevine,Gladys Knight And The Pips,17,2
1967,Daydream Believer,The Monkees,16,3
1967,I Second That Emotion,Smokey Robinson & The Miracles,15,4
1967,"Woman, Woman",The Union Gap Featuring Gary Puckett,17,5
1967,Judy In Disguise (With Glasses),John Fred And The Playboys,16,6
1967,Chain Of Fools,Aretha Franklin,12,7
1967,"Bend Me, Shape Me",The American Breed,14,8
1967,Boogaloo Down Broadway,The Fantastic Johnny C,18,9
1967,Skinny Legs And All,Joe Tex,15,10
1967,Honey Chile,Martha Reeves & The Vandellas,12,11
1967,You Better Sit Down Kids,Cher,13,12
1967,Incense And Peppermints,Strawberry Alarm Clock,16,13
1967,"The Rain, The Park & Other Things",The Cowsills,16,14
1967,Summer Rain,Johnny Rivers,10,15
1967,I Say A Little Prayer,Dionne Warwick,13,16
1967,Next Plane To London,The Rose Garden,14,17
1967,If I Could Build My Whole World Around You,Marvin Gaye & Tammi Terrell,11,18
1967,Different Drum,Stone Poneys Featuring Linda Ronstadt,17,19
1967,She's My Girl,The Turtles,10,20
1967,In And Out Of Love,Diana Ross & The Supremes,8,21
1967,And Get Away,The Esquires,8,22
1967,Wear Your Love Like Heaven,Donovan,7,23
1967,Neon Rainbow,The Box Tops,9,24
1967,Green Tambourine,The Lemon Pipers,13,25
1967,It's Wonderful,The Young Rascals,7,26
1967,(The Lights Went Out In) Massachusetts,Bee Gees,8,27
1967,Keep The Ball Rollin',Jay And The Techniques,12,28
1967,Susan,The Buckinghams,12,29
1967,Come See About Me,Jr. Walker & The All Stars,11,30
1967,The Other Man's Grass Is Always Greener,Petula Clark,7,31
1967,Monterey,Eric Burdon & The Animals,9,32
1967,By The Time I Get To Phoenix,Glen Campbell,11,33
1967,Baby You Got It,Brenton Wood,7,34
1967,Too Much Of Nothing,"Peter, Paul & Mary",7,35
1967,Who Will Answer?,Ed Ames,8,36
1967,I Can't Stand Myself (When You Touch Me),James Brown And The Famous Flames,9,37
1967,Love Me Two Times,The Doors,7,38
1967,To Sir With Love,Lulu,17,39
1967,Tell Mama,Etta James,14,40
1967,Since You Showed Me How To Be Happy,Jackie Wilson,6,41
1967,Love Power,The Sandpebbles,12,42
1967,Cover Me,Percy Sledge,8,43
1967,Windy,Wes Montgomery,11,44
1967,I'm In Love,Wilson Pickett,10,45
1967,In The Misty Moonlight,Dean Martin,7,46
1967,Best Of Both Worlds,Lulu,10,47
1967,Goin' Out Of My Head/Can't Take My Eyes Off You,The Lettermen,15,48
1967,What's It Gonna Be,Dusty Springfield,8,49
1967,Dear Eloise,The Hollies,8,50
1967,My Baby Must Be A Magician,The Marvelettes,11,51
1967,Dancing Bear,The Mamas & The Papas,7,52
1967,Itchycoo Park,Small Faces,17,53
1967,Am I That Easy To Forget,Engelbert Humperdinck,10,54
1967,Beautiful People,Kenny O'Dell,7,55
1967,Two Little Kids,Peaches & Herb,8,56
1967,Beautiful People,Bobby Vee And The Strangers,7,57
1967,Storybook Children,Billy Vera & Judy Clay,9,58
1967,Good Combination,Sonny & Cher,6,59
1967,Everybody Knows,The Dave Clark Five,8,60
1967,Watch Her Ride,Jefferson Airplane,4,61
1967,Nobody But Me,The Human Beinz,15,62
1967,Darlin',The Beach Boys,9,63
1967,Explosion (In Your Soul),Soul Survivors,8,64
1967,"O-O, I Love You",The Dells,10,65
1967,"Baby, Now That I've Found You",The Foundations,13,66
1967,I'll Be Sweeter Tomorrow (Than I Was Today),The O'Jays,9,67
1967,Skip A Rope,Henson Cargill,12,68
1967,The Lesson,Vikki Carr,8,69
1967,Spooky,Classics IV,15,70
1967,Hooray For The Salvation Army Band,Bill Cosby,6,71
1967,I Wonder What She's Doing Tonite,Tommy Boyce & Bobby Hart,14,72
1967,Back Up Train,Al Greene & The Soul Mate's,12,73
1967,Up-Up And Away,Hugh Masekela,8,74
1967,I Am The Walrus,The Beatles,4,75
1967,Chattanooga Choo Choo,Harpers Bizarre,7,76
1967,She's A Rainbow,The Rolling Stones,7,77
1967,To Give (The Reason I Live),Frankie Valli,8,78
1967,Foxey Lady,Jimi Hendrix,4,79
1967,Tomorrow,Strawberry Alarm Clock,10,80
1967,I'm Coming Home,Tom Jones,5,81
1967,Pick Up The Pieces,Carla Thomas,6,82
1967,Just As Much As Ever,Bobby Vinton,8,83
1967,Lost,Jerry Butler,6,84
1967,A Voice In The Choir,Al Martino,6,85
1967,I Was Made To Love Her,King Curtis & The Kingpins,6,86
1967,Dancin' Out Of My Heart,Ronnie Dove,3,87
1967,In Another Land,Bill Wyman,5,88
1967,Something's Missing,5 Stairsteps and Cubie,6,89
1967,Mr. Bus Driver,Bruce Channel,2,90
1967,Cross My Heart,Billy Stewart,9,91
1967,United (Part 1),The Music Makers,7,92
1967,Mellow Moonlight,Leon Haywood,3,93
1967,Mockingbird,Aretha Franklin,2,94
1967,"Oh, How It Hurts",Barbara Mason,9,95
1967,A Little Rain Must Fall,The Epic Splendor,7,96
1967,I Call It Love,The Manhattans,3,97
1967,"Up Tight, Good Man",Laura Lee,6,98
1967,We're A Winner,The Impressions,13,99
1967,Bottle Of Wine,The Fireballs,14,100
1968,I Heard It Through The Grapevine,Marvin Gaye,15,1
1968,For Once In My Life,Stevie Wonder,14,2
1968,Love Child,Diana Ross & The Supremes,16,3
1968,Wichita Lineman,Glen Campbell,15,4
1968,Stormy,Classics IV Featuring Dennis Yost,15,5
1968,"Abraham, Martin And John",Dion,14,6
1968,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,13,7
1968,Who's Making Love,Johnnie Taylor,14,8
1968,I Love How You Love Me,Bobby Vinton,14,9
1968,Cloud Nine,The Temptations,12,10
1968,Both Sides Now,Judy Collins,11,11
1968,Cinnamon,Derek,15,12
1968,Hooked On A Feeling,B.J. Thomas,16,13
1968,See Saw,Aretha Franklin,8,14
1968,Hey Jude,The Beatles,19,15
1968,Soulful Strut,Young-Holt Unlimited,13,16
1968,Bring It On Home To Me,Eddie Floyd,13,17
1968,Magic Carpet Ride,Steppenwolf,16,18
1968,Chewy Chewy,Ohio Express,13,19
1968,Going Up The Country,Canned Heat,11,20
1968,Son-Of-A Preacher Man,Dusty Springfield,12,21
1968,Little Arrows,Leapy Lee,14,22
1968,Too Weak To Fight,Clarence Carter,15,23
1968,Papa's Got A Brand New Bag,Otis Redding,9,24
1968,Those Were The Days,Mary Hopkin,14,25
1968,Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene,12,26
1968,Scarborough Fair,Sergio Mendes & Brasil '66,9,27
1968,Crimson And Clover,Tommy James And The Shondells,16,28
1968,"Shame, Shame",Magic Lanterns,12,29
1968,If I Can Dream,Elvis Presley,13,30
1968,Till,The Vogues,6,31
1968,A Ray Of Hope,The Rascals,8,32
1968,Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir,13,33
1968,Stand By Your Man,Tammy Wynette,16,34
1968,"Promises, Promises",Dionne Warwick,9,35
1968,My Song,Aretha Franklin,7,36
1968,I Can't Turn You Loose,The Chambers Brothers,8,37
1968,This Is My Country,The Impressions,10,38
1968,People,The Tymes,8,39
1968,Hang 'Em High,Booker T. & The MG's,18,40
1968,I Started A Joke,Bee Gees,11,41
1968,Everyday People,Sly & The Family Stone,19,42
1968,Hey Jude,Wilson Pickett,9,43
1968,Put Your Head On My Shoulder,The Lettermen,8,44
1968,Kentucky Woman,Deep Purple,8,45
1968,Bella Linda,The Grass Roots,9,46
1968,My Favorite Things,Herb Alpert & The Tijuana Brass,6,47
1968,Baby Let's Wait,The Royal Guardsmen,13,48
1968,There's Gonna Be A Showdown,Archie Bell & The Drells,11,49
1968,Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,9,50
1968,Malinda,Bobby Taylor & The Vancouvers,7,51
1968,Not Enough Indians,Dean Martin,9,52
1968,Worst That Could Happen,Brooklyn Bridge,12,53
1968,Ballad Of Two Brothers,Autry Inman,7,54
1968,The Girl Most Likely,Jeannie C. Riley,6,55
1968,Crosstown Traffic,The Jimi Hendrix Experience,8,56
1968,Are You Happy,Jerry Butler,10,57
1968,I Put A Spell On You,Creedence Clearwater Revival,9,58
1968,American Boys,Petula Clark,8,59
1968,Rockin' In The Same Old Boat,Bobby Bland,10,60
1968,Bluebirds Over The Mountain,The Beach Boys,6,61
1968,California Soul,The 5th Dimension,9,62
1968,Isn't It Lonely Together,O.C. Smith,6,63
1968,Daddy Sang Bass,Johnny Cash,10,64
1968,"Season Of The Witch, Pt. 1",Vanilla Fudge,3,65
1968,Can I Change My Mind,Tyrone Davis,13,66
1968,White Houses,Eric Burdon & The Animals,8,67
1968,Just Ain't No Love,Barbara Acklin,9,68
1968,California Dreamin',Bobby Womack,9,69
1968,"Soul Sister, Brown Sugar",Sam & Dave,9,70
1968,The Beginning Of My End,The Unifics,10,71
1968,Touch Me,The Doors,13,72
1968,A Minute Of Your Time,Tom Jones,10,73
1968,I've Gotta Be Me,Sammy Davis Jr.,16,74
1968,Ramblin' Gamblin' Man,Bob Seger System,14,75
1968,Love Machine,The O'Kaysions,6,76
1968,Good Time Girl,Nancy Sinatra,5,77
1968,Chitty Chitty Bang Bang,Paul Mauriat,8,78
1968,Reach Out,Merrilee Rush,4,79
1968,Vance,Roger Miller,6,80
1968,You Got Soul,Johnny Nash,7,81
1968,Release Me,Johnny Adams,3,82
1968,Electric Stories,The 4 Seasons Featuring the Sound of Frankie Valli,6,83
1968,Rainbow Ride,Andy Kim,7,84
1968,Not On The Outside,The Moments,7,85
1968,Tit For Tat (Ain't No Taking Back),James Brown,4,86
1968,Kay,"John Wesley Ryles, I",5,87
1968,Feelin' So Good (S.k.o.o.b.y-D.o.o),The Archies,8,88
1968,"Sweet Cream Ladies, Forward March",The Box Tops,15,89
1968,This Magic Moment,Jay & The Americans,14,90
1968,Stay Close To Me,Five Stairsteps & Cubie,2,91
1968,Eloise,Barry Ryan,4,92
1968,You've Got The Power,The Esquires,5,93
1968,Does Anybody Know I'm Here,The Dells,9,94
1968,The Thought Of Loving You,The Crystal Mansion,5,95
1968,Shout! - Part 1,Chambers Brothers,5,96
1968,Condition Red,The Goodees,11,97
1968,I'm Into Lookin' For Someone To Love Me,Bobby Vee,3,98
1968,I Can't Help It (If I'm Still In Love With You),Al Martino,3,99
1968,Things I'd Like To Say,New Colony Six,16,100
1969,Someday We'll Be Together,Diana Ross & The Supremes,16,1
1969,Leaving On A Jet Plane,"Peter, Paul & Mary",17,2
1969,Raindrops Keep Fallin' On My Head,B.J. Thomas,22,3
1969,Down On The Corner/Fortunate Son,Creedence Clearwater Revival,15,4
1969,Na Na Hey Hey Kiss Him Goodbye,Steam,16,5
1969,Holly Holy,Neil Diamond,14,6
1969,Come Together/Something,The Beatles,16,7
1969,I Want You Back,Jackson 5,19,8
1969,Whole Lotta Love,Led Zeppelin,15,9
1969,Take A Letter Maria,R.B. Greaves,15,10
1969,Midnight Cowboy,Ferrante & Teicher,15,11
1969,Eli's Coming,Three Dog Night,14,12
1969,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,14,13
1969,La La La (If I Had You),Bobby Sherman,11,14
1969,And When I Die,"Blood, Sweat & Tears",13,15
1969,These Eyes,Jr. Walker & The All Stars,13,16
1969,Friendship Train,Gladys Knight And The Pips,14,17
1969,Backfield In Motion,Mel And Tim,14,18
1969,Venus,The Shocking Blue,14,19
1969,Jam Up Jelly Tight,Tommy Roe,14,20
1969,Cherry Hill Park,Billy Joe Royal,15,21
1969,Jingle Jangle,The Archies,13,22
1969,Don't Cry Daddy/Rubberneckin',Elvis Presley,13,23
1969,Smile A Little Smile For Me,The Flying Machine,14,24
1969,"Baby, I'm For Real",The Originals,16,25
1969,Up On Cripple Creek,The Band,14,26
1969,A Brand New Me,Dusty Springfield,12,27
1969,Evil Woman Don't Play Your Games With Me,CROW,15,28
1969,Wedding Bell Blues,The 5th Dimension,15,29
1969,Early In The Morning,Vanity Fare,13,30
1969,Heaven Knows,The Grass Roots,10,31
1969,Eleanor Rigby,Aretha Franklin,8,32
1969,Cold Turkey,Plastic Ono Band,12,33
1969,She,Tommy James And The Shondells,8,34
1969,Sunday Mornin',Oliver,9,35
1969,Ain't It Funky Now (Part 1),James Brown,11,36
1969,Going In Circles,The Friends Of Distinction,20,37
1969,Groovy Grubworm,Harlow Wilcox and the Oakies,12,38
1969,"Wonderful World, Beautiful People",Jimmy Cliff,11,39
1969,Point It Out,Smokey Robinson & The Miracles,8,40
1969,Winter World Of Love,Engelbert Humperdinck,12,41
1969,Okie From Muskogee,Merle Haggard And The Strangers,14,42
1969,Cupid,Johnny Nash,14,43
1969,Don't Let Love Hang You Up,Jerry Butler,8,44
1969,Don't Let Him Take Your Love From Me,Four Tops,7,45
1969,"Mind, Body and Soul",The Flaming Ember,14,46
1969,Arizona,Mark Lindsay,16,47
1969,Kozmic Blues,Janis Joplin,9,48
1969,What You Gave Me,Marvin Gaye & Tammi Terrell,8,49
1969,Without Love (There Is Nothing),Tom Jones,11,50
1969,I'll Never Fall In Love Again,Dionne Warwick,11,51
1969,Can't Take My Eyes Off You,Nancy Wilson,10,52
1969,Fancy,Bobbie Gentry,14,53
1969,Walkin' In The Rain,Jay & The Americans,15,54
1969,Let's Work Together (Part 1),Wilbert Harrison,13,55
1969,She Belongs To Me,Rick Nelson,18,56
